dt,id,ms,user,app,method,path
2024-01-25 16:26:42,04b8,27808,glardm,mes,GET,production-orders/BMHHATELIE23
2024-01-25 16:26:54,ba22,12941,,,PUT,production-orders/2111042506/operations/25062709
2024-01-25 16:27:09,3b7a,30968,bardinir,mes,GET,production-orders/2666022539
2024-01-25 16:27:32,7596,24888,laurentv,mes,PUT,sessions/1399719/stop
2024-01-25 16:28:03,772c,20738,laurentv,mes,GET,production-orders/BMHHFORMAT23
2024-01-25 16:28:04,efe4,14708,bardinir,mes,GET,production-orders/find
2024-01-25 16:28:04,1c94,8232,bardinir,mes,GET,production-orders/find
2024-01-25 16:28:16,6844,40320,laurentv,mes,GET,production-orders/2111042312
2024-01-25 16:28:56,40ef,12404,dagdevirend,mes,PUT,sessions/1401040/close
2024-01-25 16:29:20,1953,9090,dagdevirend,mes,GET,production-orders/BMHHATTENT23
2024-01-25 16:29:21,121b,15385,dagdevirend,mes,GET,production-orders/BMHHNETTOY23
2024-01-25 16:29:30,0c0a,23558,bardinir,mes,GET,production-orders/2666022716
2024-01-25 16:29:31,0a3d,8610,dagdevirend,mes,PUT,sessions/1400347/stop
2024-01-25 16:29:31,c9f9,31872,dagdevirend,mes,GET,production-orders/2111042254
2024-01-25 16:29:53,f26b,11929,bma.prod,t2t,POST,t2t/toggle_user_in_card
2024-01-25 16:29:53,98a4,5315,glardm,mes,PUT,sessions/1400690/close
2024-01-25 16:30:06,61cc,5024,bma.prod,t2t,POST,t2t/toggle_user_in_card
2024-01-25 16:30:06,1553,13130,bouveretvere,mes,PUT,sessions/1399794/stop
2024-01-25 16:30:29,3a35,12459,bma.prod,t2t,POST,t2t/toggle_user_in_card
2024-01-25 16:30:29,d688,55504,dagdevirend,mes,GET,production-orders/2111042254
2024-01-25 16:30:29,28ee,11225,bma.prod,t2t,POST,t2t/toggle_user_in_card
2024-01-25 16:30:34,78de,12786,paulasc,mes,PUT,sessions/1401128/confirm-quantity
2024-01-25 16:30:34,7df5,36024,erkaslans,vecteur,POST,vecteur/create_mes_session
2024-01-25 16:30:35,a4b7,11940,veyal,mes,PUT,sessions/1401117/confirm-quantity
2024-01-25 16:30:41,f611,33751,glardm,mes,PUT,sessions/1399820/stop
2024-01-25 16:30:41,ab3c,13795,faivrem,t2t,GET,t2t/data/1
2024-01-25 16:30:49,aac5,52792,glardm,mes,GET,production-orders/2111042309
2024-01-25 16:30:50,17b2,14013,veyal,mes,PUT,sessions/1401117/stop
2024-01-25 16:30:52,f78b,18113,erkaslans,vecteur,GET,vecteur/of
2024-01-25 16:31:03,c0f4,58257,bma.prod,t2t,POST,t2t/cards
2024-01-25 16:31:03,e038,8743,paulasc,mes,GET,production-orders/find
2024-01-25 16:31:08,8a64,59109,bouveretvere,mes,GET,production-orders/2111041971
2024-01-25 16:31:19,80a8,35384,glardm,mes,GET,production-orders/2111042308
2024-01-25 16:31:23,e73c,17996,antunessantt,mes,PUT,sessions/1401140/pause
2024-01-25 16:31:29,d38c,6671,,,PUT,production-orders/2666022716
2024-01-25 16:31:29,589b,10962,,,PUT,production-orders/2666022716/operations/25093802
2024-01-25 16:31:30,b434,80908,bma.prod,t2t,POST,t2t/cards
2024-01-25 16:31:30,172c,13018,bma.prod,t2t,GET,t2t/data/2
2024-01-25 16:31:32,7e80,18366,paulasc,mes,POST,sessions
2024-01-25 16:31:36,693d,10525,decrettec,mes,PUT,sessions/1400839/confirm-quantity
2024-01-25 16:31:38,9336,44803,bmhhaiomob,mes,GET,production-orders/BMHHATELIE23
2024-01-25 16:31:41,7b1a,47713,veyal,mes,GET,production-orders/200004843
2024-01-25 16:31:41,dd7a,125952,bma.prod,t2t,POST,t2t/cards
2024-01-25 16:31:45,a02d,9033,kuqif,mes,GET,production-orders/find
2024-01-25 16:31:46,d49e,14792,badell,mes,PUT,sessions/1401072/stop
2024-01-25 16:31:51,dbf1,15205,decrettec,mes,PUT,sessions/1400839/stop
2024-01-25 16:32:09,71ed,7346,danzinellit,mes,PUT,sessions/1399853/stop
2024-01-25 16:32:11,cdfb,90887,paulasc,mes,GET,production-orders/100121112
2024-01-25 16:32:12,610d,13139,tirolej,mes,POST,sessions
2024-01-25 16:32:12,07c6,15835,kuqif,mes,POST,sessions
2024-01-25 16:32:22,b3b5,32203,badell,mes,GET,production-orders/8000057686
2024-01-25 16:32:29,6cc4,17668,,,PUT,production-orders/8000057673/operations/25085537
2024-01-25 16:32:29,4127,16034,,,PUT,production-orders/8000057673
2024-01-25 16:32:29,62a5,34879,tirolej,mes,GET,production-orders/8000056878
2024-01-25 16:32:29,e9b4,34860,decrettec,mes,GET,production-orders/2111041718
2024-01-25 16:32:30,2a7c,5996,tirolej,mes,PUT,sessions/1401197/stop
2024-01-25 16:32:36,0d18,21811,kuqif,mes,GET,sessions/1401196
2024-01-25 16:32:40,a304,5213,viryr,qualiflow,GET,quality-items/search
2024-01-25 16:32:42,a8a3,29059,danzinellit,mes,GET,production-orders/BMHENTRET23
2024-01-25 16:32:49,e02a,16319,tirolej,mes,GET,production-orders/8000056960
2024-01-25 16:32:51,5fea,9345,tirolej,t2t,GET,t2t/data/10
2024-01-25 16:33:07,b016,6656,bardinir,mes,GET,production-orders/find
2024-01-25 16:33:10,f3a0,9216,lavignep,t2t,GET,t2t/data/10
2024-01-25 16:33:11,c904,18955,danzinellit,mes,GET,production-orders/8000057779
2024-01-25 16:33:19,5591,18855,erkaslans,vecteur,GET,vecteur/of
2024-01-25 16:33:23,80e7,24052,decrettec,mes,GET,production-orders/BMHHATELIE23
2024-01-25 16:33:37,f120,45864,decrettec,mes,GET,production-orders/2111041718
2024-01-25 16:33:39,7c14,46216,frossardc,mes,GET,production-orders/8000057397
2024-01-25 16:33:39,7e64,6264,gilliandd,mes,GET,production-orders/improductive
2024-01-25 16:33:49,2219,7754,bma.prod,t2t,GET,t2t/data/1
2024-01-25 16:33:52,e281,8210,sejmenovica,mes,PUT,sessions/1400717/confirm-quantity
2024-01-25 16:33:55,350e,12178,badell,mes,PUT,sessions/1398961/stop
2024-01-25 16:33:57,0524,30635,garciaa,mes,PUT,sessions/1400849/stop
2024-01-25 16:33:59,1e34,13679,tirolej,t2t,GET,t2t/data/10
2024-01-25 16:34:06,c8af,40482,gilliandd,mes,GET,production-orders/2666022666
2024-01-25 16:34:07,724c,15488,sejmenovica,mes,PUT,sessions/1400717/stop
2024-01-25 16:34:27,0b02,26015,garciaa,mes,GET,production-orders/100121304
2024-01-25 16:34:27,35d1,11247,moureauxt,mes,PUT,sessions/1399308/pause
2024-01-25 16:34:34,a0c0,23669,sejmenovica,mes,GET,production-orders/100121307
2024-01-25 16:34:57,3478,10003,trakos,mes,PUT,sessions/1400846/confirm-quantity
2024-01-25 16:35:06,68ea,10002,bardinir,mes,GET,production-orders/find
2024-01-25 16:35:09,9aa2,11212,trakos,mes,PUT,sessions/1400846/stop
2024-01-25 16:35:18,0f4e,5977,gomezr,mes,POST,sessions
2024-01-25 16:35:28,e994,190003,danzinellit,mes,GET,production-orders/BMHFORMAT23
2024-01-25 16:35:42,c788,64904,moureauxt,mes,GET,production-orders/8000057618
2024-01-25 16:35:46,77ee,21735,gomezr,mes,GET,sessions/1401200
2024-01-25 16:35:58,3d45,46496,trakos,mes,GET,production-orders/100121155
2024-01-25 16:36:18,fe8e,16576,bardinir,mes,POST,sessions
2024-01-25 16:36:22,9988,5894,gomezr,mes,PUT,sessions/1401200/confirm-quantity
2024-01-25 16:36:26,4574,196163,tirolej,t2t,POST,t2t/cards
2024-01-25 16:36:31,2634,8206,gomezr,mes,PUT,sessions/1401200/stop
2024-01-25 16:36:31,785d,5370,kuqif,mes,PUT,sessions/1400419/close
2024-01-25 16:36:46,e142,14207,braemsr,mes,PUT,sessions/1401165/stop
2024-01-25 16:36:59,f428,7863,deoliveiram,mes,PUT,sessions/1401090/confirm-quantity
2024-01-25 16:36:59,d937,8718,,,PUT,production-orders/8000057619
2024-01-25 16:36:59,49f5,7432,gomezr,mes,GET,production-orders/find
2024-01-25 16:36:59,99dd,18435,bardinir,mes,GET,production-orders/2666022716
2024-01-25 16:36:59,5e92,8944,bardinir,mes,GET,production-orders/find
2024-01-25 16:37:00,a10a,21135,kuqif,mes,PUT,sessions/1401196/stop
2024-01-25 16:37:04,7869,9993,bardinir,mes,GET,production-orders/find
2024-01-25 16:37:04,9ab6,5041,deoliveiram,mes,PUT,sessions/1401090/close
2024-01-25 16:37:20,16d7,29881,,,PUT,production-orders/8000057619/operations/25081834
2024-01-25 16:37:20,4a04,46241,kuqif,mes,GET,production-orders/8000057682
2024-01-25 16:37:26,f242,13010,erkaslans,vecteur,POST,vecteur/create_mes_session
2024-01-25 16:37:26,a1dd,7396,bardinir,mes,POST,sessions
2024-01-25 16:37:29,b936,210378,badell,mes,GET,production-orders/BMHFORMAT23
2024-01-25 16:37:32,bdb2,61052,bardinir,mes,GET,production-orders/2666022745
2024-01-25 16:37:33,50e1,43536,braemsr,mes,GET,production-orders/100121176
2024-01-25 16:37:34,caea,60261,gomezr,mes,GET,production-orders/8000057734
2024-01-25 16:37:37,b098,29104,deoliveiram,mes,GET,production-orders/8000057700
2024-01-25 16:37:43,627b,16198,erkaslans,vecteur,GET,vecteur/of
2024-01-25 16:37:43,473a,34960,gningn,mes,GET,sessions/1400181
2024-01-25 16:37:47,98a1,43202,kuqif,mes,GET,production-orders/8000057749
2024-01-25 16:37:50,74a3,6740,bardinir,mes,GET,production-orders/find
2024-01-25 16:38:00,e54f,12886,sinteze,mes,GET,sessions/1399829
2024-01-25 16:38:03,df8f,9726,bardinir,mes,POST,sessions
2024-01-25 16:38:11,2623,31732,bardinir,mes,GET,production-orders/2666022733
2024-01-25 16:38:12,cb05,5697,sa-chsaittasm,t2t,POST,t2t/cards
2024-01-25 16:38:22,e3ff,12444,erkaslans,vecteur,GET,vecteur/of
2024-01-25 16:38:31,fced,6574,sa-chsaittasm,t2t,POST,t2t/cards
2024-01-25 16:38:31,5ef9,13805,gomezr,mes,POST,sessions
2024-01-25 16:38:47,641d,9989,bardinir,mes,GET,production-orders/find
2024-01-25 16:38:47,5a66,6076,bardinir,mes,GET,production-orders/find
2024-01-25 16:38:55,99ac,13020,gomezr,mes,GET,sessions/1401209
2024-01-25 16:39:05,b615,30753,bardinir,mes,GET,production-orders/2666022744
2024-01-25 16:39:22,7a10,6666,tirolej,t2t,POST,t2t/cards
2024-01-25 16:39:23,cc71,18351,bardinir,mes,GET,production-orders/2666022740
2024-01-25 16:39:44,d6a6,5804,gomezr,mes,PUT,sessions/1401209/stop
2024-01-25 16:39:44,1f62,15805,tirolej,mes,POST,sessions
2024-01-25 16:40:11,f7e4,9622,tirolej,mes,PUT,sessions/1401214/stop
2024-01-25 16:40:29,643b,13834,sa-chsaittasm,t2t,POST,t2t/toggle_user_in_card
2024-01-25 16:40:32,aea2,41637,veyal,mes,GET,production-orders/BMAQUALITE20
2024-01-25 16:40:40,5a56,52440,gomezr,mes,GET,production-orders/8000057674
2024-01-25 16:41:06,4be0,10730,sa-chsaittasm,t2t,POST,t2t/toggle_user_in_card
2024-01-25 16:41:24,3e9a,23109,joaquimv,mes,GET,production-orders/BMADEMONT20
2024-01-25 16:41:26,e796,71632,tirolej,mes,GET,production-orders/8000056091
2024-01-25 16:42:00,283f,5929,gomezr,mes,GET,production-orders/find
2024-01-25 16:42:01,3d2e,13780,coppic,t2t,GET,t2t/data/1
2024-01-25 16:42:21,7c96,10630,kuqif,mes,GET,production-orders/find
2024-01-25 16:42:22,b62d,15991,gomezr,mes,POST,sessions
2024-01-25 16:42:22,00b3,13170,bmhaiopolcad,mes,PUT,sessions/1399829/stop
2024-01-25 16:42:22,e48d,7452,danielo,t2t,GET,t2t/data/1
2024-01-25 16:42:54,fbb2,11449,braemsr,mes,PUT,sessions/1401215/confirm-quantity
2024-01-25 16:42:54,efbf,17326,,t2t,GET,t2t/get_sessions
2024-01-25 16:42:59,803b,16468,tirolej,t2t,GET,t2t/data/10
2024-01-25 16:43:01,957f,23726,gomezr,mes,GET,sessions/1401216
2024-01-25 16:43:02,6de6,23531,braemsr,mes,GET,sessions/1401215
2024-01-25 16:43:22,ba0d,57152,bmhaiopolcad,mes,GET,production-orders/8000056858
2024-01-25 16:43:29,23f2,9680,,t2t,GET,t2t/get_sessions
2024-01-25 16:43:39,ebb2,40270,braemsr,mes,GET,production-orders/100121160
2024-01-25 16:43:40,4b45,10919,badalamentia,mes,PUT,sessions/1401158/stop
2024-01-25 16:43:48,15bd,13408,kuqif,mes,PUT,sessions/1401217/stop
2024-01-25 16:44:05,902d,17656,erkaslans,vecteur,POST,vecteur/create_mes_session
2024-01-25 16:44:11,d94f,27291,badalamentia,mes,GET,production-orders/100121342
2024-01-25 16:44:18,6ef9,13119,erkaslans,vecteur,GET,vecteur/of
2024-01-25 16:44:24,6fe7,7232,,,POST,production-orders/2555003962/confirmations
2024-01-25 16:44:28,bd9f,10756,,,PUT,production-orders/2555003962
2024-01-25 16:44:28,e43a,11300,,,PUT,production-orders/2555003962/operations/23154240
2024-01-25 16:44:29,2461,12312,kuqif,mes,POST,sessions
2024-01-25 16:44:39,7b6b,48165,kuqif,mes,GET,production-orders/8000057669
2024-01-25 16:45:15,e700,6155,sa-chsenttasm,t2t,POST,t2t/cards
2024-01-25 16:45:27,0c02,21147,erkaslans,vecteur,GET,vecteur/of
2024-01-25 16:46:10,80f9,8344,,,POST,production-orders/2555004054/confirmations
2024-01-25 16:46:17,5c9b,10576,braemsr,mes,GET,production-orders/find
2024-01-25 16:46:32,61a2,210914,tirolej,t2t,POST,t2t/cards
2024-01-25 16:46:52,67ff,7627,braemsr,mes,PUT,sessions/1401224/stop
2024-01-25 16:47:08,3b84,18977,metrala,mes,GET,production-orders/AFSSFORMFI24
2024-01-25 16:47:16,2e8b,5001,gomezr,mes,PUT,sessions/1401216/confirm-quantity
2024-01-25 16:47:24,71d9,36571,pacin,mes,GET,production-orders/100121113
2024-01-25 16:47:25,9116,8739,gomezr,mes,PUT,sessions/1401216/stop
2024-01-25 16:47:26,7d6f,30894,braemsr,mes,GET,production-orders/100121153
2024-01-25 16:47:26,926f,7489,danielo,t2t,GET,t2t/data/9
2024-01-25 16:47:55,d3ec,6017,,mes,PUT,sessions/1395798/pause
2024-01-25 16:48:02,92d3,89067,paulasc,mes,GET,production-orders/100120631
2024-01-25 16:48:02,cddc,7474,mermodm,mes,PUT,sessions/1399835/close
2024-01-25 16:48:04,77fc,35444,gomezr,mes,GET,production-orders/8000057751
2024-01-25 16:48:20,479b,13700,metrala,mes,PUT,sessions/1400391/stop
2024-01-25 16:48:38,7f79,32656,mermodm,mes,GET,production-orders/2111042284
2024-01-25 16:48:39,a0f9,46240,mermodm,mes,GET,production-orders/2111041165
2024-01-25 16:48:44,4acd,12522,erkaslans,vecteur,POST,vecteur/create_mes_session
2024-01-25 16:48:45,151a,7339,metrala,mes,PUT,sessions/1400703/stop
2024-01-25 16:48:55,fd05,31776,metrala,mes,GET,production-orders/2666022064
2024-01-25 16:49:07,3725,18375,metrala,mes,GET,production-orders/2666022638
2024-01-25 16:49:07,4e36,5290,gomezr,mes,GET,production-orders/find
2024-01-25 16:49:11,e79d,26708,erkaslans,vecteur,GET,vecteur/of
2024-01-25 16:49:25,3199,8925,metrala,mes,GET,production-orders/AFSSQUALFI24
2024-01-25 16:49:25,ecfd,20353,metrala,mes,GET,production-orders/AFSSDTECFI24
2024-01-25 16:49:35,0667,13602,joaquimv,mes,PUT,sessions/1400665/stop
2024-01-25 16:50:43,ceae,9788,rzazewskaj,mes,PUT,sessions/1400951/stop
2024-01-25 16:51:00,0f10,13510,dominguesn,mes,PUT,sessions/1400905/pause
2024-01-25 16:51:14,f46a,27683,rzazewskaj,mes,GET,production-orders/AFSSFORMFI24
2024-01-25 16:52:05,1480,15618,stiblerf,mes,GET,production-orders/find
2024-01-25 16:52:50,9950,18319,maltetm,mes,PUT,sessions/1391734/resume
2024-01-25 16:52:51,de27,16842,stiblerf,mes,POST,sessions
2024-01-25 16:53:03,fdae,172838,,t2t,POST,t2t/cards
2024-01-25 16:53:25,3a12,22178,stiblerf,mes,GET,production-orders/2111041974
2024-01-25 16:53:37,c663,6912,stiblerf,mes,GET,production-orders/find
2024-01-25 16:53:39,7a85,7383,giorgiod,mes,PUT,sessions/1400575/resume
2024-01-25 16:53:47,931d,6457,stiblerf,mes,GET,production-orders/find
2024-01-25 16:53:48,3995,16279,rouzaudt,mes,GET,production-orders/2111041883
2024-01-25 16:53:48,c7be,19713,gomezr,mes,POST,sessions
2024-01-25 16:53:50,34ed,13135,tirolej,t2t,GET,t2t/data/10
2024-01-25 16:53:54,1921,5110,stiblerf,mes,POST,sessions
2024-01-25 16:54:00,b282,30765,stiblerf,mes,GET,production-orders/2111041974
2024-01-25 16:54:09,87f6,17915,gomezr,mes,GET,sessions/1401228
2024-01-25 16:54:10,fa00,6756,stiblerf,mes,PUT,sessions/1401229/stop
2024-01-25 16:54:17,e19f,12188,rouzaudt,mes,PUT,sessions/1399921/close
2024-01-25 16:54:32,8fd3,19151,stiblerf,mes,GET,production-orders/2111041974
2024-01-25 16:55:03,669a,27631,bmhaiopolcad,mes,PUT,sessions/1400876/stop
2024-01-25 16:55:23,d4c6,10169,letissiert,t2t,GET,t2t/data/7
2024-01-25 16:55:24,8881,6420,gomezr,mes,PUT,sessions/1401228/stop
2024-01-25 16:55:43,b662,18782,letissiert,t2t,GET,t2t/data/10
2024-01-25 16:55:56,225e,49444,bmhaiopolcad,mes,GET,production-orders/8000050650
2024-01-25 16:56:16,aa04,49688,gomezr,mes,GET,production-orders/600022675
2024-01-25 16:57:07,c02a,10188,gomezr,mes,PUT,sessions/1401068/close
2024-01-25 16:57:07,f81f,25453,soulacroixe,mes,PUT,sessions/1399950/stop
2024-01-25 16:57:10,1397,7438,maltetm,mes,PUT,sessions/1391734/pause
2024-01-25 16:57:34,2f9d,16821,stiblerf,mes,GET,production-orders/find
2024-01-25 16:57:43,3a6e,31993,gomezr,mes,GET,production-orders/8300004424
2024-01-25 16:57:43,883a,32743,soulacroixe,mes,GET,production-orders/2111042421
2024-01-25 16:57:53,c172,6949,stiblerf,mes,POST,sessions
2024-01-25 16:58:28,8c02,5085,,,PUT,production-orders/5300001385
2024-01-25 16:58:28,2eb9,15437,stiblerf,mes,GET,production-orders/find
2024-01-25 16:58:41,119d,33675,stiblerf,mes,GET,production-orders/2111042547
2024-01-25 16:59:03,a128,15364,stiblerf,mes,GET,production-orders/2111042547
2024-01-25 16:59:08,e38b,7117,stiblerf,mes,GET,production-orders/find
2024-01-25 16:59:17,ec3a,6872,stiblerf,mes,POST,sessions
2024-01-25 16:59:53,134c,22496,stiblerf,mes,GET,production-orders/2111042547
2024-01-25 17:00:57,b731,21830,monteirov,mes,GET,production-orders/100121200
2024-01-25 17:00:57,b686,25834,gningn,mes,GET,production-orders/100121316
2024-01-25 17:01:24,6643,7304,stiblerf,mes,GET,production-orders/find
2024-01-25 17:01:50,3424,18166,giorgiod,mes,PUT,sessions/1401180/resume
2024-01-25 17:02:08,b61e,16213,stiblerf,mes,POST,sessions
2024-01-25 17:02:08,fd86,6541,giorgiod,mes,PUT,sessions/1401180/stop
2024-01-25 17:02:28,fe52,8240,stiblerf,mes,PUT,sessions/1401233/stop
2024-01-25 17:02:38,41fc,6078,stiblerf,t2t,POST,t2t/toggle_user_in_card
2024-01-25 17:02:51,e956,8926,,,PUT,production-orders/5100031325
2024-01-25 17:02:51,b182,792232,joaquimv,mes,GET,production-orders/BMAOUTIL20
2024-01-25 17:03:00,0222,9472,stiblerf,mes,GET,production-orders/find
2024-01-25 17:03:01,fb4e,49922,giorgiod,mes,GET,production-orders/8000057673
2024-01-25 17:03:16,2e6c,10965,stiblerf,mes,POST,sessions
2024-01-25 17:03:18,b37e,46663,stiblerf,mes,GET,production-orders/2111040957
2024-01-25 17:03:37,1727,7004,estevese,mes,GET,production-orders/find
2024-01-25 17:03:46,843c,14710,clementm,mes,GET,sessions/1401174
2024-01-25 17:04:48,8482,12252,estevese,mes,POST,sessions
2024-01-25 17:04:48,a334,14877,stiblerf,mes,PUT,sessions/1401236/pause
2024-01-25 17:05:23,59d4,9121,stiblerf,mes,PUT,sessions/1401236/confirm-quantity
2024-01-25 17:05:27,a206,24708,letissiert,t2t,GET,t2t/data/9
2024-01-25 17:05:36,1133,13568,stiblerf,mes,PUT,sessions/1401236/close
2024-01-25 17:05:36,787d,6346,giorgiod,mes,PUT,sessions/1400575/resume
2024-01-25 17:06:10,a06f,30265,stiblerf,mes,GET,production-orders/2111040957
2024-01-25 17:06:18,6362,7132,,t2t,GET,t2t/get_sessions
2024-01-25 17:06:39,6c74,7002,deoliveiram,mes,GET,production-orders/650003390
2024-01-25 17:06:59,0df7,44179,stiblerf,mes,GET,production-orders/BMHHATELIE23
2024-01-25 17:07:23,4212,14230,clementm,mes,PUT,sessions/1401174/pause
2024-01-25 17:07:38,7992,12426,clementm,mes,PUT,sessions/1401174/close
2024-01-25 17:08:17,c4d2,35764,clementm,mes,GET,production-orders/2111042127
2024-01-25 17:09:34,3993,6299,,t2t,GET,t2t/get_sessions
2024-01-25 17:10:29,5bb6,15952,,mes,PUT,sessions/1394804/pause
2024-01-25 17:10:39,4e8b,14329,,,PUT,production-orders/5100031332
2024-01-25 17:11:02,c7d8,14503,,,PUT,production-orders/5100031328
2024-01-25 17:12:42,8a8d,12059,letissiert,t2t,GET,t2t/data/10
2024-01-25 17:12:57,4dcc,14078,giorgiod,mes,PUT,sessions/1400575/pause
2024-01-25 17:13:18,f907,24921,ferreiradass,mes,GET,production-orders/AFSSDTECHH24
2024-01-25 17:13:18,5d0f,10636,,,POST,production-orders
2024-01-25 17:13:31,4cc5,8973,giorgiod,mes,POST,sessions
2024-01-25 17:14:20,9171,19001,rzazewskaj,mes,GET,production-orders/2666022255
2024-01-25 17:14:20,41aa,8370,mauvaisv,mes,PUT,sessions/1400958/pause
2024-01-25 17:16:42,7ca1,17998,,,POST,production-orders
2024-01-25 17:17:46,f5d9,11651,,,POST,production-orders
2024-01-25 17:21:09,835b,7690,,,PUT,production-orders/5100031324
2024-01-25 17:22:00,d325,9571,,,POST,production-orders
2024-01-25 17:28:02,8e48,5333,faustiniv,mes,PUT,sessions/1373059/pause
2024-01-25 17:30:26,81a9,15088,marjanovicm,mes,PUT,sessions/1401148/stop
2024-01-25 17:31:00,ce98,29958,marjanovicm,mes,GET,production-orders/8000057669
2024-01-25 17:31:59,c481,33414,gilliandd,mes,GET,production-orders/AFSSFORMHH23
2024-01-25 17:35:23,711d,18173,kuqif,mes,GET,sessions/1401220
2024-01-25 17:36:49,de3f,28593,kuqif,mes,GET,production-orders/8000057669
2024-01-25 17:37:24,10e2,11871,estevese,mes,PUT,sessions/1401238/pause
2024-01-25 17:37:25,37b7,24002,giorgiod,mes,GET,production-orders/8000057674
2024-01-25 17:37:49,a07e,20518,giorgiod,mes,POST,sessions
2024-01-25 17:38:04,eedd,10542,giorgiod,mes,GET,sessions/1401242
2024-01-25 17:38:21,69bb,16600,giorgiod,mes,PUT,sessions/1401242/close
2024-01-25 17:39:01,bdac,35904,giorgiod,mes,GET,production-orders/8000057674
2024-01-25 18:45:21,0b2f,12172,,mes,GET,production-orders/find
2024-01-25 18:46:10,1494,33381,bardinir,mes,GET,production-orders/5300001375
2024-01-25 20:02:52,96b7,18810,,,PUT,production-orders/2666022172
2024-01-25 20:02:52,14f1,12647,,,PUT,production-orders/2666022517
2024-01-25 20:02:52,b5b0,14934,,,PUT,production-orders/2666022252
2024-01-25 20:02:52,9d60,15809,,,PUT,production-orders/2666022204
2024-01-25 20:02:52,5d6e,9153,,,PUT,production-orders/2666022485
2024-01-25 20:02:52,ffad,18577,,,PUT,production-orders/2666021783
2024-01-25 20:02:52,c348,16004,,,PUT,production-orders/2666022185
2024-01-25 20:02:52,4ce5,9037,,,PUT,production-orders/2666022504
2024-01-25 20:02:52,dc00,21531,,,PUT,production-orders/2666022114
2024-01-25 20:02:52,eaca,21531,,,PUT,production-orders/2666022561
2024-01-25 20:02:52,4a61,13103,,,PUT,production-orders/2666021986
2024-01-25 20:02:52,b2a3,9543,,,PUT,production-orders/2666022446
2024-01-25 20:02:52,2c0e,18729,,,PUT,production-orders/2666021989
2024-01-25 20:02:52,1347,19321,,,PUT,production-orders/2666022608
2024-01-25 20:02:53,1700,13406,,,PUT,production-orders/2666021228
2024-01-25 20:02:53,874f,9707,,,PUT,production-orders/2666022495
2024-01-25 20:02:53,e182,14988,,,PUT,production-orders/2666022252/operations/24474824
2024-01-25 20:02:53,9263,6364,,,PUT,production-orders/2666022495/operations/25066106
2024-01-25 20:02:53,5dc7,14706,,,PUT,production-orders/2666022432/operations/24937639
2024-01-25 20:02:53,f338,13865,,,PUT,production-orders/2666022204/operations/24460015
2024-01-25 20:02:53,4b9d,9253,,,PUT,production-orders/2666022485/operations/25034356
2024-01-25 20:02:53,37e9,11981,,,PUT,production-orders/2666022517/operations/25068429
2024-01-25 20:02:53,a544,18367,,,PUT,production-orders/2666022172/operations/24455448
2024-01-25 20:02:53,c4ab,18361,,,PUT,production-orders/2666021783/operations/23806387
2024-01-25 20:02:53,5c1b,12458,,,PUT,production-orders/2666021986/operations/23930363
2024-01-25 20:02:53,3fff,8471,,,PUT,production-orders/2666022446/operations/24957428
2024-01-25 20:02:53,97e4,12386,,,PUT,production-orders/2666022178/operations/24458831
2024-01-25 20:02:53,2518,18156,,,PUT,production-orders/2666022114/operations/24445702
2024-01-25 20:02:53,044c,21428,,,PUT,production-orders/2666022561/operations/25069356
2024-01-25 20:02:53,895a,11809,,,PUT,production-orders/2666021228/operations/23159680
2024-01-25 21:28:40,b361,5304,,,PUT,production-orders/100120098
2024-01-25 21:28:40,2c11,10273,,,PUT,production-orders/100119790
2024-01-25 21:28:40,1466,10478,,,PUT,production-orders/100120067
2024-01-25 21:28:40,cc21,15843,,,PUT,production-orders/100118062
2024-01-25 21:28:40,d524,31907,,,PUT,production-orders/100113243
2024-01-25 21:28:40,b8ea,16853,,,PUT,production-orders/100119618
2024-01-25 21:28:40,ea1d,15306,,,PUT,production-orders/100117717
2024-01-25 21:28:40,72d0,15951,,,PUT,production-orders/100118983
2024-01-25 21:28:40,b09b,29014,,,PUT,production-orders/100115911
2024-01-25 21:28:40,1578,16251,,,PUT,production-orders/100118983/operations/22827715
2024-01-25 21:28:40,e67c,16839,,,PUT,production-orders/100119618/operations/23423469
2024-01-25 21:28:40,c0a3,6056,,,PUT,production-orders/100120098/operations/23782192
2024-01-25 21:28:40,b1af,7340,,,PUT,production-orders/100120099/operations/23782211
2024-01-25 21:28:40,7fe4,16990,,,PUT,production-orders/100118062/operations/22164815
2024-01-25 21:28:40,2b7d,5228,,,PUT,production-orders/100120100/operations/23782225
2024-01-25 21:28:40,cc4c,16122,,,PUT,production-orders/100120098/operations/23782186
2024-01-25 21:28:40,fa86,19316,,,PUT,production-orders/100118983/operations/22827714
2024-01-25 21:28:40,ed62,17795,,,PUT,production-orders/100120098/operations/23782189
2024-01-25 21:28:41,66ea,6662,,,PUT,production-orders/100120099/operations/23782207
2024-01-25 21:28:41,6917,15535,,,PUT,production-orders/100120099/operations/23782206
2024-01-25 21:28:41,b4d4,16303,,,PUT,production-orders/100120098/operations/23782185
2024-01-25 21:28:47,5461,23600,,,PUT,production-orders/100119750/operations/23497514
2024-01-25 21:28:47,cf27,25038,,,PUT,production-orders/100119729/operations/23485914
2024-01-25 21:28:47,af25,11466,,,PUT,production-orders/100120106/operations/23783671
2024-01-25 21:28:48,3f74,11688,,,PUT,production-orders/100120105/operations/23782689
2024-01-25 21:28:48,4ac2,25612,,,PUT,production-orders/100119315/operations/23117890
